courseId,set,text,optionA,optionB,optionC,optionD,correct,explanation
aigf,1,What is lower flamable limit?,The concentration of a carbon gas in air below which there is insufficient hydrocarbon to support combustion.,The concentration of a hydrogen gas in air below which there is insufficient hydrocarbon to support combustion.,The concentration of a hydrocarbon gas in air below which there is insufficient hydrocarbon to support combustion.,The concentration of a nitrocarbon gas in air below which there is insufficient hydrocarbon to support combustion.,C,
aigf,1,What is concentration of a hydrocarbon gas in air below which there is insufficient hydrocarbon to support combustion?,Flammable range,Lower flamable limit,Flash point,Gas freeing,B,
aigf,2,"In Liquefied Petroleum Gas, propane and butane can be shipped",seperately,as a mixture,both (a) and (b),none of the above,C,
aigf,2,"In Liquefied Petroleum Gas, __________ can be shipped seperately or as a mixture.",propane,butane,both (a) and (b),none of the above,C,
aigf,2,Liquefied Petroleum Gas may be,refinery by-products,may be produced in conjunction with crude oil,may be produced in conjunction with natural gas,All of the above,D,
aigf,2,MARVS means,Maximum Allowable Relief Valve Setting,Minimum Allowable Relief Valve Setting,Maximum Allowed Regional Valve Setting,Minimum Allotted Relief Valve Setting,A,
aigf,2,Maximum Allowable Relief Valve Setting on a ship's cargo tank as stated on the __________,refinery by-products,ship's Certificate of Fitness,production of conjunction with crude oil,free from chemical,B,
aigf,2,What is MLC?,Multi Liquid Column,Meters Limit Column,Meters Liquid Column,Multi Limit Column,C,
aigf,2,Meters Liquid Column is a unit of ________ used in some cargo pumping operations.,volume,pressure,mass,none of the above,B,
aigf,2,What is Mollier diagram?,graphic method of representing heat quantities of a refrigerant,graphic method of representing ship route,graphic method of representing ship design,All of the above,A,
aigf,2,"In Mollier diagram, graphic method of representing heat quantities and the conditions of liquefied gas at different ____________",pressure,temperature,density,volume,B,
aigf,2,What re the gases associated with Natural Gas Liquid?,Ethane,Propane,Butane,All of the above,D,
aigf,2,What is oxygen analyser?,Instrument used to measure propane concentrations in percentage by volume,Instrument used to measure butane concentrations in percentage by volume,Instrument used to measure oxygen concentrations in percentage by volume,Instrument used to measure ethane concentrations in percentage by volume,C,
aigf,2,In oxygen analyser which gas in measured?,Propane,Butane,Pentane,oxygen,D,
aigf,2,What is oxygen deficient atmosphere?,atmosphere containing less than 21 percent oxygen by volume,atmosphere containing less than 21 percent oxygen by pressure,atmosphere containing less than 11 percent oxygen by volume,atmosphere containing less than 11 percent oxygen by pressure,A,
aigf,2,How is peroxide formed?,chemical combination of cargo liquid with atmosphere oxygen,chemical combination of vapour with atmosphere oxygen,both (a) and (b),none of the above,C,
aigf,2,Chemical combination of cargo liquid with oxygen from other source and vapour with oxygen from other source forms __________,Formation of Ethane,Formation of Peroxide,Formation of Oxygen,Formation of oxide,B,
aigf,2,Qualities for Peroxide is,highly reactive,potential hazard,both (a) and (b),none of the above,C,
aigf,2,"In some cases, Peroxide is",unstable,potential hazard,both (a) and (b),none of the above,C,
aigf,2,How is polymer formed?,The chemical union of two or more molecules of the same compound to form a larger molecule of a new compound,The chemical union of two or more molecules of the same compound to form a smaller molecule of a new compound,The chemical reaction of one molecule of the same compound to form a smaller molecule of a new compound,The chemical reaction of one molecule of the same compound to form a larger molecule of a new compound,A,
aigf,2,What is the process for the chemical union of two or more molecules of the same compound to form a larger molecule of a new compound called?,Vaporization,Polymerisation,Static electricity,Gas freeing,B,
aigf,2,What is a Primary Barrier in liquified gas tanks?,seperating barrier between liquid and gas,chemical combination of cargo liquid with oxygen from other source,Inner surface designed to contain the cargo when the cargo containment system includes a secondary barrier,nothing special barrier,C,
aigf,2,___________ is a refrigerant gas?,A22,R22,C24,B65,B,
aigf,2,What is the full chemical name of R22?,monochloro difluoromethane,monoflouride difluoromethane,monochloride dimethane,monochloro dimethane,A,
aigf,2,What are the characteristics of R22?,colourless,odourless,non-flammable,All of the above,D,
aigf,2,R22 is virtually non-toxic with a _______,TLV of 2 ppm,"TLV of 1,000 ppm",TLV of 30 ppm,TLV of 500 ppm,B,
aigf,2,What is relative liquid density?,The mass of the gas at a given temperature compared with the mass of an equal volume of gas at the same temperature at a different given temperature,The chemical union of two or more molecules of the same compound to form a larger molecule of a new compound,The mass of a liquid at a given temperature compared with the mass of an equal volume of fresh water at the same temperature at a different given temperature,Inner surface designed to contain the cargo when the cargo containment system includes a secondary barrier,C,
aigf,2,What is relative vapour density?,"The mass of a vapour compared with the mass of an equal volume of air, both at standard condition of temperature and pressure",The chemical union of two or more molecules of the same compound to form a larger molecule of a new compound,The mass of a liquid at a given temperature compared with the mass of an equal volume of fresh water at the same temperature at a different given temperature,Inner surface designed to contain the cargo when the cargo containment system includes a secondary barrier,A,
aigf,2,What is restricted gauging?,the device is kept completely closed when the device is not in use,"A system employing a device, which penetrates the tank and which when in use permits a small quantity of cargo vapour to be expelled to the atmosphere.",both (a) and (b),none of the above,C,
aigf,2,"In restricted gauging, when the device is not in use",the device is kept completely closed,the device is kept open,the device is kept operated,none of the above,A,
aigf,2,What is roll over?,The mass of the gas at a given temperature compared with the mass of an equal volume of gas at the same temperature at a different given temperature,"The phenomenon where the stabilty of two stratified layers of liquid of differing relative density distributed resulting in a spomtaneous rapid mixing of the layers accompanied in the case of liquefied gases, by violent vapour evolution",The pressure at which a vapour is in equilibrium with its liquid at a specific temperature,Heat energy given to or taken from a substance which raises or lowers its temperature,B,
aigf,2,What is Saturated Vapour Pressure?,The mass of the gas at a given temperature compared with the mass of an equal volume of gas at the same temperature at a different given temperature,"The phenomenon where the stabilty of two stratified layers of liquid of differing relative density distributed resulting in a spomtaneous rapid mixing of the layers accompanied in the case of liquefied gases, by violent vapour evolution",The pressure at which a vapour is in equilibrium with its liquid at a specific temperature,Heat energy given to or taken from a substance which raises or lowers its temperature,C,
aigf,3,What is sensible heat?,The liquid resisting outer element of a cargo containment system designed to provide temporary containment of a leakage of liquid cargothrough the primary barrier,"The phenomenon where the stabilty of two stratified layers of liquid of differing relative density distributed resulting in a spomtaneous rapid mixing of the layers accompanied in the case of liquefied gases, by violent vapour evolution",The pressure at which a vapour is in equilibrium with its liquid at a specific temperature,Heat energy given to or taken from a substance which raises or lowers its temperature,D,
aigf,3,What is specific gravity?,The ratio of the density of a solid at a given temperature to the density ofsolid at a standard temperature,The ratio of the density of a liquid at a given temperature to the density of fresh water at a standard temperature,The ratio of the density of a gas at a given temperature to the density of gas at a standard temperature,The ratio of the density of a molecule at a given temperature to the density of molecule at a standard temperature,B,
aigf,3,What is specific heat?,The quantity of energy in kilojoules required to change the temperature of 1 kg mass of the substance by 1 degC.,The ignition of material brought by a heat producing chemical reaction within the material itself without exposure to an external source ignition,The electrical charge produced on disimilar materials caused by relative motion between each when in contact,none of the above,A,
aigf,3,What is spontaneous combustion?,The quantity of energy in kilojoules required to change the temperature of 1 kg mass of the substance by 1 degC.,The electrical charge produced on disimilar materials caused by relative motion between each when in contact,The ignition of material brought by a heat producing chemical reaction within the material itself without exposure to an external source ignition,none of the above,C,
aigf,3,What is Static electricity ?,alternating current,The electrical charge produced on disimilar materials caused by relative motion between each when in contact,The quantity of energy in kilojoules required to change the temperature of 1 kg mass of the substance by 1 degC.,none of the above,B,
aigf,3,What is superheated vapour?,Vapour removed from contact with its liquid and heated beyond its boiling temperature,A phenomenon generated in a pipeline system where there is a change in the heat of liquid in the line,detecting heat of gases or vapours,The density of a gas or vapour inder specified conditions of temperature and pressure,A,
aigf,3,What is surge pressure?,A pressure measuring instrument used for detecting gases or vapours,The density of a gas or vapour inder specified conditions of temperature and pressure,A phenomenon generated in a pipeline system where there is a change in the rate of flow of liquid in the line,Vapour pressureremoved from contact with its liquid and heated beyond its boiling temperature,C,
aigf,3,"LNG as fuel, Sulphur Oxide (SOx) and particulates emissions are ---------- compared to diesel or heavy fuel oil powered vessels.",more,negligible.,great,both a and c,B,
aigf,3,"LNG reduces CO2 emissions by --------in general, compared to diesel or heavy fuel oil powered vessels.",5 to 10 percent,10 to 15 percent,25 to 30 percent,negligible,C,
aigf,3,Engine efficiency can be increased by utilising existing turbo charger with the __________,latest man disel turbo charger,Not rematching existing turbo charger,Not modifying turbo chargers to meet tyre 2 and 3 emission standards,All the above,D,
aigf,3,Basic thing for a hybrid turbo charger is,an altenator is attached to a blower end,Does not runs at very high speed,Doesn't requires cooling system,All the above,A,
aigf,3,NOX and SOX emission can be controlled by using which type of fuel,Heavy fuel oil,marine diesel oil,LNG,petrol,C,
aigf,3,low specific fuel oil consumption at all loads can be achieved by,derating a propulsion engines,high rating propulsion engines,low rating propulsion engines,medium rating propulsion engines,A,
aigf,3,________ causes the changes in engine power on speed distinguishing rating for Slow steaming market,derating,rerating,increase the rating,flow rating,A,
aigf,3,What is mean by hybrid turbo charging?,it also generates electricity,it also generates hydrogen,it also generates water,None of the above,A,
aigf,3,A ____________ is attached with a hybrid turbo charger,motor,pump,alternator,None of the above,C,
aigf,3,What is the RPM of a turbo charger?,5000,6000,7000,9000,D,
aigf,3,___________ is required for the alternator fitted with HYBRID turbo charger,heating system,cooling system,circulating system,None of the above,B,
aigf,3,In addition to fuel savings WHRS gives,large CO2 reduction,large NOX reduction,large sox reduction,All of the above,D,
aigf,3,Waste heat recovery system pay back time is _________,long,short,medium,None of the above,B,
aigf,3,_________ on the hull is done to increase the vessel hydrodynamic performance,removal of fouling on the hull,removal of paints on the hull,addition of oil on the hull,addition of water on the hull,A,
aigf,3,Derating is an engine for reduction of the vessels maximum speed to increase the efficiency by limiting the __________,potential power output,total output,kinetic power output,None of the above,A,
aigf,3,Derating is an engine for ________ of the vessels maximum speed to increase the efficiency by limiting the potential power output,addition,production,reduction,increase,C,
aigf,3,Derating is an engine for reduction of the vessels _______ speed to increase the efficiency by limiting the potential power output,maximum,minimum,normal,None of the above,A,
aigf,3,What is meant by engine performance optimization?,manual increase of engine efficiency,automatic increase of engine efficiency,non automatic increase of engine efficiency,mechanical increase of engine efficiency,B,
aigf,3,______ requires thermal energy from the exhaust gas and convert it into electrical energy,recirculation recovery system,waste heat recovery system,manual heat recovery system,None of the above,B,
aigf,3,Waste heat recovery system requires _______ energy from the exhaust gas and convert it into electrical energy,thermal,dynamic,kinetic,potential,A,
aigf,3,Waste heat recovery system requires thermal energy from the _______ gas and convert it into electrical energy,inert,energise,exhaust,None of the above,C,
aigf,3,Turbo charger refitting increases efficieny and reduce emissions of _______ engine,left,main,right,side,B,
aigf,3,Turbo charger refitting _______ efficieny and reduce emissions of main engine,decrease,increases,equalize,balance,B,
aigf,4,Upgrading Turbo charger to ________ will increase efficiency,A to A technology,Vat tehnology,VTA technology,ATV technology,C,
aigf,4,Upgrading _______ to VTA technology will increase efficiency,Turbo charger,exhaust boiler,propulsion shaft,None of the above,A,
aigf,4,Upgrading Turbo charger to VTA technology will _______ efficiency,decrease,increase,equalize,balance,B,
aigf,4,Engine efficiency can be increased by utilising existing turbo charger with the __________,latest man disel turbo charger,rematching existing turbo charger,modifying turbo chargers to meet tyre 2 and 3 emission standards,All the above,D,
aigf,4,_______ efficiency can be increased by utilising existing turbo charger with the latest man disel turbo charger,Motor,Engine,propeller,All the above,B,
aigf,4,Engine efficiency can be increased by utilising existing _______ with the latest man disel turbo charger,Turbo charger,exhaust boiler,propulsion shaft,None of the above,A,
aigf,4,What is mean by jet assist systems?,giving compressed air from an external source to aid compresser will acceleration in turbo chargers,to give compressed air service to auxiliary engines,to give compressed air supply for cleaning sewage treatment plant,None of the above,A,
aigf,4,LNG engines reduces CO2 emission by how much ?,25-30%,35-40%,45-50%,15-20%,A,
aigf,4,LNG has fuel reduces Nox emission by about,100%,90%,91%,92%,B,
aigf,4,LNG has fuel reduces sox emission by about,90%,almost negligible,91%,92%,B,
aigf,4,Advantages of VTA turbo charger,to eliminates the need for auxiliary blower,reduces the fuel consumption,reduces exhaust smoke emission and hence air pollution,All the above,D,
aigf,4,Turbo charger works efficiently in _________,entire load of the engine,start of the engine,partial load of the engine,None of the above,A,
aigf,4,The low pressure XDF tecnhnology concept is based on the __________,lean burn principle,exhaust gas principle,sewage plant principle,None of the above,A,
aigf,4,XDF engine provide which benefit,low pressure gas supply,pilot fuel quantity below 1%,DF engine can be operated on gas from ideal,All the above,D,
aigf,4,_______ engine provide pilot fuel quantity below 1%,XDF,YDF,GDF,XTF,A,
aigf,4,Particulate matters emissions reduced to almost zero in which technology,high pressure YDF,low pressure XDF,low pressure YDF,high pressure XDF,B,
aigf,4,Low tire 3 nox emission limit can be achieved by which technology,high pressure YDF,low pressure XDF,low pressure YDF,high pressure XDF,B,
aigf,4,Which technology fuel and air are premixed and burned at a relatively high air to fuel ratio,high pressure YDF,low pressure XDF,low pressure YDF,high pressure XDF,B,
aigf,4,Which type of engine does not need exhaust gas treatment system,XDF engines,YDF engines,ZDF engines,GDF engines,A,
aigf,4,What are the advantages of Mr. diesel process man engine,diesel process maintain,load response unchanged,low preignition or no knocking,All the above,D,
aigf,4,Mr otto process LNG engine has got following advantage,reduction in nox emissions,low pressure gas injection,gas mixture is important,All the above,D,
aigf,4,Derating of the propulsion engine can be achieved by,modifying fuel valves,simming between crosscuts and piston rods,rematching the turbo chargers,All the above,D,
aigf,4,Disadvantage of rerating a engine is,this may require additional denox measures,this may require additional sox measures,increased specific fuel oil consumption,None of the above,A,
aigf,4,Disadvantage of hybrid turbo charger is,heat generated is less,heat generated is more,doesn’t require lubrication,doesn’t require cooling,B,
aigf,4,Basic thing for a hybrid turbo charger is,an altenator is attached to a blower end,runs at very high speed,requires cooling system,All the above,D,
aigf,4,Advantage of hybrid turbo charger is,it recovers cold energy,it recovers hot energy,it is doing nothing,it decreses the power of the main engine,B,
aigf,4,Hybrid turbo charger is useful in __________,cutting down emission from the ship,cutting down garbage from the ship,cutting down sewage from the ship,None of the above,A,
aigf,4,"In Requirements for internal combustion engines of Piston type, gas can leak ___________ into the auxiliary system medium",differently,directly,indirectly,invariably,B,
aigf,4,"In Requirements for internal combustion engines of Piston type, gas can leak directly into the ______________",primary system medium,main system medium,auxiliary system medium,secondary system medium,C,
aigf,4,"In Requirements for internal combustion engines of Piston type, the gas extracted from ____________are vented to a safe location in the atmosphere.",main systems media,auxiliary systems media,primary systems media,secondary systems media,B,
aigf,5,"In Requirements for internal combustion engines of Piston type, the crankcase of a trunk piston type engines are fitted with a means of ______________",automatically injecting inert gas,manually forcing inert gas,automatically forcing inert gas,manually injecting inert gas,D,
aigf,5,"In Requirements for internal combustion engines of Piston type, if combustion has not been detected by the engine monitoring system within an engine specific time after the opening of the fuel supply valve, the ____________________-",fuel supply valve shall be automatically shut off,fuel supply valve shall be manually shut off,fuel supply valve shall be automatically switched on,fuel supply valve shall be manually switched on,A,
aigf,5,"In case of shut-off of the gas fuel supply, the engines are capable of continuous operation by ________ only without interruption",vapour fuel,oxygen fuel,oil fuel,gas fuel,C,
aigf,5,An automatic system shall be fitted to change over from __________,oil fuel operation to gas fuel operation,gas fuel operation to oil fuel operation,vapour fuel operation to oil fuel operation,oil fuel operation to oil fuel operation,B,
aigf,5,"In the case of unstable operation on engines when gas firing, the engine shall automatically change to ______________",oil fuel mode,gas fuel mode,vapour fuel mode,fuel mode,A,
aigf,5,"A ship, irrespective of the date of construction, which is converted to __________ for main or auxiliary machinery on or after date of entry into force shall comply with IGF Code",consume gas,dual fuel,multi fuel,All the above,D,
aigf,5,How shall a ship be converted to __________ for main machinery after date of entry into force shall comply with IGF Code?,consume gas,dual fuel,low-flashpoint fuel,All the above,D,
aigf,5,A ship be converted to __________ for auxiliary machinery after date of entry into force shall comply with IGF Code?,dual fuel,low-flashpoint fuel,use of gas as fuel,All the above,D,
aigf,5,Low nox emission can be achieved by,high pressure YDF,low pressure XDF,low pressure YDF,high pressure XDF,B,
aigf,5,"In power generation including propulsion and other energy converters, the exhausts system are configured to prevent ____________",accumulation of un-burnt gaseous fuel,accumulation of burnt gaseous fuel,both (a) and (b),none of the above,A,
aigf,5,"In power generation including propulsion and other energy converters, the strength to withstand the worst case over pressure due to ignited gas leaks to contain an ignitable gas and air mixture are fitted with ______________",closable non-return valve system,Pressure relief systems,two nonreturn valves system,single nonreturn valves system,B,
aigf,5,"In power generation including propulsion and other energy converters, what is vented away from where personnel may normally be present?",disarm,slump,explosive gas,safe,C,
aigf,5,"In power generation including propulsion and other energy converters, All energy converters shall have ________",separate exhaust system,combined exhaust system,primary exhaust system,secondary exhaust system,A,
aigf,5,"In Requirements for internal combustion engines of Piston type, The exhaust system shall be equipped with ____________ to prevent excessive explosion pressures.",explosion relief ventilation,gravity ventilation,primary relief ventilation,circuit relief ventilation,A,
aigf,5,"In Requirements for internal combustion engines of Piston type, for engines where the space _____________ with the crankcase.",above the piston is in direct communication,above the piston is in indirect communication,below the piston is in direct communication,below the piston is in indirect communication,C,
aigf,5,"In Requirements for internal combustion engines of Piston type, each engine other than _______________ are fitted with vent systems independent of other engines for crankcases and sumps",single-stroke crosshead diesel engines,two-stroke crosshead petrol engines,single-stroke crosshead petrol engines,two-stroke crosshead diesel engines,D,
aigf,5,"In case of shut-off of one fuel supply, the engines are capable of _____________ by an alternative fuel with minimum fluctuation of the engine power",unstable operation,stable operation,continuous operation,non-continuous operation,C,
aigf,5,"In case of shut-off of one fuel supply, the engines are capable of continuous operation by an alternative fuel with _______________",minimum fluctuation of the engine power,higher fluctuation of the engine power,maximum fluctuation of the engine power,nil fluctuation of the engine power,A,
aigf,5,An automatic system are fitted to change over from one fuel operation to an alternative fuel operation with ____________,maximum fluctuation of the engine power,nil fluctuation of the engine power,minimum fluctuation of the engine power,higher fluctuation of the engine power,C,
aigf,5,In the case of unstable operation on an engine when using a particular fuel the engine are ______________ change to an alternative fuel mode.,automatically,manual,programmed,instructed,A,
aigf,5,What are designed to prevent any accumulation of gaseous fuel?,shaft,Combustion chambers,overhead valves,bulkhead valves,B,
aigf,5,VTA turbo charger works on __________ load range of the engine efficiently,starting load range,entire,final step,None of the above,B,
aigf,5,Two stage turbo charging of auxiliary engines increases,fuel consumption high,reduce emissions,not extensive experience in component design,All of the above,B,
aigf,5,Alternate marine power provides power to _______,Main sea water pump,Main fire pump,air conditioner,All of the above,C,
aigf,5,Disadvantages of Cold ironing,problems not pertaining to cost,huge investment for setting up of equipments for AMP,compatible for tankers,All of the above,B,
aigf,5,Energy recovery can be achieved by _________,fixing sails or wings,Not fixing flettner rotors,Not fixing kite,All of the above,A,
aigf,5,The advantage of hydrogen powered vessels is _______,there is no emission of CO2,there is no emission of SO2,there is no emission of nox,All of the above,D,
aigf,5,________ produces electricity from the main proposion engine,auxiliary geenrator,main geenrator,shaft generator,ordinary generator,C,
aigf,5,Shaft generator produces electricity from the _________,main proposion engine,side proposion engine,left engine,None of the above,A,
aigf,5,Prime surgreen focuses towards fulfilling of all emission standards from the _____________,Director General of Shipping,International Maritime Organisation,Mercantile Marine department,None of the above,B,
aigf,6,Prime surgreen focuses towards fulfilling of all _________ standards from the International Maritime Organisation,emission,omision,depletion,None of the above,A,
aigf,6,________ increases efficieny and reduce emissions of main engine,turbo charger refitting,propulsion shaft cleaning,exhaust boiler cleaning,None of the above,A,
aigf,6,_________ works efficiently in entire load of the engine,Turbo charger,exhaust boiler,propulsion shaft,None of the above,A,
aigf,6,Reducing fouling of engine parts can be achieved by using ___________,ATV technology,Vat tehnology,VTA technology,None of the above,C,
aigf,6,Disadvantage of LNG fuel is,release of unburned methane into atmosphere,emission of CO2,emission of NOX,emission of sox,A,
aigf,6,Burners are designed to maintain _____________ under all firing conditions.,unstable combustion,explosive combustion,stable combustion,spontaneous combustion,C,
aigf,6,On the pipe of each gas burner a _______________ are fitted,manually operated shut-off valve,manually operated switch-on valve,automatically operated shut-off valve,automatically operated switch-on valve,A,
aigf,6,The exhausts are appropriately configured to prevent any accumulation of ___________,burnt fuel gas,un-burnt fuel gas,both (a) and (b),none of the above,B,
aigf,6,____________ within the exhaust uptakes to be lead to a non-hazardous location away from personnel.,closable non-return valve system,Pressure relief systems,two nonreturn valves system,single nonreturn valves system,B,
aigf,6,Pressure relief systems within the exhaust uptakes to be lead to a ______________ location away from personnel.,toxic,risky,non-hazardous,hazardous,C,
aigf,6,In gas turbine may be fitted in a gas-tight enclosure a ____________ in the gas supply piping may be accepted within this enclosure,pressure above 10 bar,pressure above 30 bar,pressure above 50 bar,pressure below 10 bar,A,
aigf,6,What is the full redundancy for ventilation for the enclosure for ESD protected machinery spaces ?,2x200% capacity fans from different electrical circuits,2x100% capacity fans from same electrical circuits,2x200% capacity fans from same electrical circuits,2x100% capacity fans from different electrical circuits,D,
aigf,6,Each __________ are fitted with an automatic shutdown device for high exhaust temperatures.,pelton wheel,turbine,both (a) and (b),none of the above,B,
aigf,6,Fuel cells design are to ensure that any single failure in active components of the fuel cell system not lead to ____________,loss of efficiency,loss of manoeuring,loss of propulsion,loss of brake air,C,
aigf,6,Fuel cells design are to ensure that any single failure in active components of the fuel cell system not lead to ____________,loss of auxiliary power,loss of primary power,loss of secondary power,loss of additional power,A,
aigf,6,"To make a fuel cell space non hazardous, all fuel pipes are enclosed in a gas tight _________",double open space,ring space,double enclosure,single enclosure,C,
aigf,6,The fuel cell space is fitted with gas detection and an _______________ for Emergency ShutDown protected machinery spaces.,programmed shut down system,automatic shut down system,instructed shut down system,manual shut down system,B,
aigf,6,"For fuel cell systems with aggregate power ______________, the installation of the whole fuel cell system in the same compartment may be accepted by the Administration",lower than 500 kW,lower than 775 kW,lower than 375 kW,lower than 275 kW,C,
aigf,6,Fuel tanks located above the bulkhead deck shall be shielded with ________ insulation towards accommodation.,class A-60,class A-90,class A-120,class A-80,A,
aigf,6,______________used for refrigeration or cooling of fuel must be compatible with the fuel.,Refrigerants,freezing,boiler,Griller,A,
aigf,6,Heat exchangers can be repaired on board without ___________,external sources,internal sources,heat sources,power sources,A,
aigf,6,What is arranged to enable each fuel storage tank to be safely gasfreed and to be safely filled with fuel gas from a gas-free condition?,storage tank,a piping system,heat exchangers,Gas Combining Unit,B,
aigf,6,Dry air only applicable for which type of tankvwhere condensation and icing due to cold surfaces is an issue?,liquid tanks,fuel tanks,cargo tanks,storage tanks,B,
aigf,6,The ship's motion shall include ______________,surge,sway,heave,All the above,D,
aigf,6,What properties are adequate for the intended service to Thermal insulation and other materials used in liquefied gas fuel containment systems?,compatibility with the liquefied gas fuels,solubility in the liquefied gas fuel,absorption of the liquefied gas fuel,All the above,D,
aigf,6,The properties for Thermal insulation the range should be how much,minimum,between temperature in service and 5°C below the minimum design temperature,neutral,zero,B,
aigf,6,The properties for Thermal insulation and other materials including composites tested how much should be the minimum Design temperature should not be lower than__________,plus196°C,minus196°F,minus196°C,plus196°F,C,
aigf,6,_________ refers to the usage of other power supply sources to feed power to the ship,alternate marine power system,ship marine power system,alternate feed power system,None of the above,A,
aigf,6,_______ reduces the emission by the ship by a great margin,alternate marine power system,auxiliary marine power system,main marine power system,None of the above,A,
aigf,6,Alternate Marine Power provides powers to,lights,refrigerator,air conditioner,All of the above,D,
aigf,7,Which type of vessel has got the biggest disadvantage with reference to Alternate Marine Power?,bulK carrier,container,tanker,passenger ships,C,
aigf,7,Speed recovery solutions can save fuel upto,1%,2%,4-11%,20-30%,C,
aigf,7,Coating is done to reduce ___________,hull sytems,air resistance,oil resistance,None of the above,B,
aigf,7,________ is an engine for reduction of the vessels maximum speed to increase the efficiency by limiting the potential power output,rerating,derating,over rating,None of the above,B,
aigf,7,LNG fuel should have after treatment systems like ___________,hydrogen catalyst,oxidation catalyst,nitrogen catalyst,helium catalyst,B,
aigf,7,_______ should have after treatment systems like oxidation catalyst,LNG fuel,gas fuel,coal,petrol,A,
aigf,7,The _________ tecnhnology concept is based on the lean burn principle,high pressure YDF,low pressure XDF,low pressure YDF,high pressure XDF,B,
aigf,7,Slow steaming is otherwise called,derating of the engine,rerating of the engine,duerating of the engine,maxrating of the engine,A,
aigf,7,Reduction in specific fuel oil consumption can be achieved by,derating of the engine,rerating of the engine,duerating of the engine,maxrating of the engine,A,
aigf,7,The cooling jacket of a hybrid turbo charger is made up of which material,steel,stainless steel,aluminium,silver,C,
